diagnosticos_principales,sexos_id,sexos_nombre,urgencia_ingreso,estancia_media_hospitales_canarias,notas_observacion
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,Urgente,10.63,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,Total,11.65,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,Ordinario,21.31,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,Urgente,7.81,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,Total,18.51,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,Ordinario,33.21,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,Urgente,13.85,
1402 Insuficiencia renal N17-N19,M,Hombres,Total,13.58,
1402 Insuficiencia renal N17-N19,M,Hombres,Ordinario,16.19,
1402 Insuficiencia renal N17-N19,M,Hombres,Urgente,12.83,
1402 Insuficiencia renal N17-N19,F,Mujeres,Total,25.62,
1402 Insuficiencia renal N17-N19,F,Mujeres,Ordinario,53.59,
1402 Insuficiencia renal N17-N19,F,Mujeres,Urgente,15.42,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,Total,2.80,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,Ordinario,2.14,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,Urgente,3.43,
1403 Litiasis urinaria N20-N23,M,Hombres,Total,2.92,
1403 Litiasis urinaria N20-N23,M,Hombres,Ordinario,2.41,
1403 Litiasis urinaria N20-N23,M,Hombres,Urgente,3.39,
1403 Litiasis urinaria N20-N23,F,Mujeres,Total,2.64,
1403 Litiasis urinaria N20-N23,F,Mujeres,Ordinario,1.82,
1403 Litiasis urinaria N20-N23,F,Mujeres,Urgente,3.47,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,Total,21.90,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,Ordinario,35.93,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,Urgente,15.21,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,Total,17.98,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,Ordinario,29.06,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,Urgente,12.78,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,Total,24.81,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,Ordinario,40.95,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,Urgente,17.03,
1405 Hipertrofia prostática N40,T,Ambos sexos,Total,3.25,
1405 Hipertrofia prostática N40,T,Ambos sexos,Ordinario,3.46,
1405 Hipertrofia prostática N40,T,Ambos sexos,Urgente,2.73,
1405 Hipertrofia prostática N40,M,Hombres,Total,3.25,
1405 Hipertrofia prostática N40,M,Hombres,Ordinario,3.46,
1405 Hipertrofia prostática N40,M,Hombres,Urgente,2.73,
1405 Hipertrofia prostática N40,F,Mujeres,Total,.,No procede / Categoría no aplicable
1405 Hipertrofia prostática N40,F,Mujeres,Ordinario,.,No procede / Categoría no aplicable
1405 Hipertrofia prostática N40,F,Mujeres,Urgente,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,Total,4.65,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,Ordinario,2.17,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,Urgente,7.24,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,Total,4.65,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,Ordinario,2.17,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,Urgente,7.24,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,Total,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,Ordinario,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,Urgente,.,No procede / Categoría no aplicable
1407 Trastornos de la mama N60-N65,T,Ambos sexos,Total,1.45,
1407 Trastornos de la mama N60-N65,T,Ambos sexos,Ordinario,1.43,
1407 Trastornos de la mama N60-N65,T,Ambos sexos,Urgente,1.50,
1407 Trastornos de la mama N60-N65,M,Hombres,Total,1.69,
1407 Trastornos de la mama N60-N65,M,Hombres,Ordinario,1.78,
1407 Trastornos de la mama N60-N65,M,Hombres,Urgente,1.09,
1407 Trastornos de la mama N60-N65,F,Mujeres,Total,1.42,
1407 Trastornos de la mama N60-N65,F,Mujeres,Ordinario,1.38,
1407 Trastornos de la mama N60-N65,F,Mujeres,Urgente,1.51,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,Total,5.31,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,Ordinario,2.83,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,Urgente,5.72,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,Total,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,Urgente,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,Total,5.31,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,Ordinario,2.83,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,Urgente,5.72,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,Total,2.63,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,Ordinario,2.41,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,Urgente,2.74,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,Total,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,Ordinario,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,Urgente,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",F,Mujeres,Total,2.63,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",F,Mujeres,Ordinario,2.41,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",F,Mujeres,Urgente,2.74,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),T,Ambos sexos,Total,3.14,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),T,Ambos sexos,Ordinario,2.36,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),T,Ambos sexos,Urgente,4.15,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),M,Hombres,Total,5.13,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),M,Hombres,Ordinario,2.28,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),M,Hombres,Urgente,6.44,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),F,Mujeres,Total,2.76,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),F,Mujeres,Ordinario,2.37,
1410 Otros trastornos del aparato genitourinario Resto de (N00-N99),F,Mujeres,Urgente,3.37,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",T,Ambos sexos,Total,3.13,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",T,Ambos sexos,Ordinario,3.07,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",T,Ambos sexos,Urgente,3.14,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",M,Hombres,Total,.,No procede / Categoría no aplicable
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",M,Hombres,Ordinario,.,No procede / Categoría no aplicable
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",M,Hombres,Urgente,.,No procede / Categoría no aplicable
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",F,Mujeres,Total,3.13,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",F,Mujeres,Ordinario,3.07,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",F,Mujeres,Urgente,3.14,
1501 Aborto legalmente inducido O04,T,Ambos sexos,Total,2.43,
1501 Aborto legalmente inducido O04,T,Ambos sexos,Ordinario,2.25,
1501 Aborto legalmente inducido O04,T,Ambos sexos,Urgente,2.67,
1501 Aborto legalmente inducido O04,M,Hombres,Total,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,M,Hombres,Urgente,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,F,Mujeres,Total,2.43,
1501 Aborto legalmente inducido O04,F,Mujeres,Ordinario,2.25,
1501 Aborto legalmente inducido O04,F,Mujeres,Urgente,2.67,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,Total,2.09,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,Ordinario,1.56,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,Urgente,2.13,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,Total,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,Ordinario,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,Urgente,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,Total,2.09,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,Ordinario,1.56,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,Urgente,2.13,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,Total,3.25,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,Ordinario,3.22,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,Urgente,3.26,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,Total,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,Ordinario,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,Urgente,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,Total,3.25,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,Ordinario,3.22,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,Urgente,3.26,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,Total,2.99,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,Ordinario,3.01,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,Urgente,2.99,
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,Total,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,Urgente,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,Total,2.99,
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,Ordinario,3.01,
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,Urgente,2.99,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,Total,1.93,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,Ordinario,2.06,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,Urgente,1.92,
1505 Parto en un caso Totalmente normal O80,M,Hombres,Total,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,M,Hombres,Urgente,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,F,Mujeres,Total,1.93,
1505 Parto en un caso Totalmente normal O80,F,Mujeres,Ordinario,2.06,
1505 Parto en un caso Totalmente normal O80,F,Mujeres,Urgente,1.92,
1506 Otros partos O82,T,Ambos sexos,Total,2.61,
1506 Otros partos O82,T,Ambos sexos,Ordinario,2.50,
1506 Otros partos O82,T,Ambos sexos,Urgente,2.94,
1506 Otros partos O82,M,Hombres,Total,.,No procede / Categoría no aplicable
1506 Otros partos O82,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
1506 Otros partos O82,M,Hombres,Urgente,.,No procede / Categoría no aplicable
1506 Otros partos O82,F,Mujeres,Total,2.61,
1506 Otros partos O82,F,Mujeres,Ordinario,2.50,
1506 Otros partos O82,F,Mujeres,Urgente,2.94,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,Total,4.05,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,Ordinario,2.70,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,Urgente,4.14,
1507 Complicaciones del puerperio O85-O92,M,Hombres,Total,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,M,Hombres,Urgente,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,F,Mujeres,Total,4.05,
1507 Complicaciones del puerperio O85-O92,F,Mujeres,Ordinario,2.70,
1507 Complicaciones del puerperio O85-O92,F,Mujeres,Urgente,4.14,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,Total,3.17,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,Ordinario,3.46,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,Urgente,3.15,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,Total,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,Ordinario,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,Urgente,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,Total,3.17,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,Ordinario,3.46,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,Urgente,3.15,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,Total,7.67,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,Ordinario,4.18,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,Urgente,8.29,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,Total,7.20,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,Ordinario,4.30,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,Urgente,7.65,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,Total,8.28,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,Ordinario,4.05,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,Urgente,9.16,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,Total,20.88,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,Ordinario,13.91,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,Urgente,21.26,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,Total,19.65,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,Ordinario,10.83,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,Urgente,20.10,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,Total,22.29,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,Ordinario,17.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,Urgente,22.60,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,Total,5.10,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,Ordinario,3.60,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,Urgente,5.41,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,Total,4.92,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,Ordinario,3.92,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,Urgente,5.09,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,Total,5.35,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,Ordinario,3.28,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,Urgente,5.85,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,Total,5.98,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,Ordinario,3.88,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,Urgente,11.09,
1700 Anomalías congénitas Q00-Q99,M,Hombres,Total,6.54,
1700 Anomalías congénitas Q00-Q99,M,Hombres,Ordinario,3.96,
1700 Anomalías congénitas Q00-Q99,M,Hombres,Urgente,14.43,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,Total,5.15,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,Ordinario,3.75,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,Urgente,7.72,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,Total,14.37,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,Ordinario,38.19,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,Urgente,6.98,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,Total,12.37,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,Ordinario,28.82,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,Urgente,7.64,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,Total,16.59,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,Ordinario,47.43,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,Urgente,6.21,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,Total,3.50,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,Ordinario,2.13,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,Urgente,4.03,
1801 Dolor de garganta y en el pecho R07,M,Hombres,Total,3.52,
1801 Dolor de garganta y en el pecho R07,M,Hombres,Ordinario,2.33,
1801 Dolor de garganta y en el pecho R07,M,Hombres,Urgente,3.98,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,Total,3.48,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,Ordinario,1.85,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,Urgente,4.09,
1802 Dolor abdominal R10,T,Ambos sexos,Total,4.10,
1802 Dolor abdominal R10,T,Ambos sexos,Ordinario,5.36,
1802 Dolor abdominal R10,T,Ambos sexos,Urgente,3.68,
1802 Dolor abdominal R10,M,Hombres,Total,4.82,
1802 Dolor abdominal R10,M,Hombres,Ordinario,7.83,
1802 Dolor abdominal R10,M,Hombres,Urgente,3.85,
1802 Dolor abdominal R10,F,Mujeres,Total,3.62,
1802 Dolor abdominal R10,F,Mujeres,Ordinario,3.74,
1802 Dolor abdominal R10,F,Mujeres,Urgente,3.57,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,Total,433.26,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,Ordinario,473.74,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,Urgente,279.37,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,Total,617.63,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,Ordinario,643.88,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,Urgente,477.67,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,Total,259.45,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,Ordinario,292.27,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,Urgente,163.99,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,Total,14.51,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,Ordinario,38.82,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,Urgente,7.40,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,Total,10.37,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,Ordinario,19.50,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,Urgente,7.95,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,Total,19.54,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,Ordinario,58.83,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,Urgente,6.70,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,Total,12.46,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,Ordinario,15.48,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,Urgente,11.43,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,Total,11.87,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,Ordinario,13.14,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,Urgente,11.43,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,Total,13.08,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,Ordinario,18.03,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,Urgente,11.43,
1901 Traumatismo intracraneal S06,T,Ambos sexos,Total,20.70,
1901 Traumatismo intracraneal S06,T,Ambos sexos,Ordinario,88.95,
1901 Traumatismo intracraneal S06,T,Ambos sexos,Urgente,14.61,
1901 Traumatismo intracraneal S06,M,Hombres,Total,24.10,
1901 Traumatismo intracraneal S06,M,Hombres,Ordinario,143.89,
1901 Traumatismo intracraneal S06,M,Hombres,Urgente,15.26,
1901 Traumatismo intracraneal S06,F,Mujeres,Total,14.69,
1901 Traumatismo intracraneal S06,F,Mujeres,Ordinario,25.68,
1901 Traumatismo intracraneal S06,F,Mujeres,Urgente,13.40,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,Total,8.26,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,Ordinario,10.48,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,Urgente,7.73,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,Total,10.50,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,Ordinario,13.22,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,Urgente,9.79,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,Total,4.13,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,Ordinario,4.15,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,Urgente,4.13,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,Total,3.25,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,Ordinario,2.28,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,Urgente,3.94,
1903 Fractura de radio y cúbito S52,M,Hombres,Total,3.34,
1903 Fractura de radio y cúbito S52,M,Hombres,Ordinario,2.00,
1903 Fractura de radio y cúbito S52,M,Hombres,Urgente,4.33,
1903 Fractura de radio y cúbito S52,F,Mujeres,Total,3.18,
1903 Fractura de radio y cúbito S52,F,Mujeres,Ordinario,2.51,
1903 Fractura de radio y cúbito S52,F,Mujeres,Urgente,3.64,
1904 Fractura del fémur S72,T,Ambos sexos,Total,24.61,
1904 Fractura del fémur S72,T,Ambos sexos,Ordinario,101.77,
1904 Fractura del fémur S72,T,Ambos sexos,Urgente,16.78,
1904 Fractura del fémur S72,M,Hombres,Total,20.42,
1904 Fractura del fémur S72,M,Hombres,Ordinario,48.70,
1904 Fractura del fémur S72,M,Hombres,Urgente,17.07,
1904 Fractura del fémur S72,F,Mujeres,Total,26.44,
1904 Fractura del fémur S72,F,Mujeres,Ordinario,130.11,
1904 Fractura del fémur S72,F,Mujeres,Urgente,16.66,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,Total,8.16,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,Ordinario,8.19,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,Urgente,8.15,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,Total,8.46,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,Ordinario,6.40,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,Urgente,9.30,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,Total,7.94,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,Ordinario,9.79,
