diagnosticos_principales,sexos_id,sexos_nombre,intervalos_estancia,estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional,notas_observacion
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1500 Complicaciones del embarazo, parto y puerperio O00-O9A",F,Mujeres,Superior a 1 año,0.00,
1501 Aborto legalmente inducido O04,T,Ambos sexos,Total,2.57,
1501 Aborto legalmente inducido O04,T,Ambos sexos,De 1 a 30 días,2.57,
1501 Aborto legalmente inducido O04,T,Ambos sexos,De 31 días a 6 meses,0.00,
1501 Aborto legalmente inducido O04,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1501 Aborto legalmente inducido O04,T,Ambos sexos,Superior a 1 año,0.00,
1501 Aborto legalmente inducido O04,M,Hombres,Total,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
1501 Aborto legalmente inducido O04,F,Mujeres,Total,2.57,
1501 Aborto legalmente inducido O04,F,Mujeres,De 1 a 30 días,2.57,
1501 Aborto legalmente inducido O04,F,Mujeres,De 31 días a 6 meses,0.00,
1501 Aborto legalmente inducido O04,F,Mujeres,Más de 6 meses a 1 año,0.00,
1501 Aborto legalmente inducido O04,F,Mujeres,Superior a 1 año,0.00,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,Total,2.11,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,De 1 a 30 días,2.04,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,De 31 días a 6 meses,31.00,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",T,Ambos sexos,Superior a 1 año,0.00,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,Total,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,Total,2.11,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,De 1 a 30 días,2.04,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,De 31 días a 6 meses,31.00,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1502 Otro embarazo con resultado abortivo O00-O03, O05-O08",F,Mujeres,Superior a 1 año,0.00,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,Total,3.25,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,De 1 a 30 días,3.22,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,De 31 días a 6 meses,42.86,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",T,Ambos sexos,Superior a 1 año,0.00,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,Total,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,Total,3.25,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,De 1 a 30 días,3.22,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,De 31 días a 6 meses,42.86,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1503 Complicaciones del embarazo, principalmente en el período antenatal O10-O48",F,Mujeres,Superior a 1 año,0.00,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,Total,2.98,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,De 1 a 30 días,2.85,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,De 31 días a 6 meses,51.00,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1504 Complicaciones del parto y del trabajo de parto O60-O77,T,Ambos sexos,Superior a 1 año,0.00,
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,Total,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,Total,2.98,
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,De 1 a 30 días,2.85,
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,De 31 días a 6 meses,51.00,
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,Más de 6 meses a 1 año,0.00,
1504 Complicaciones del parto y del trabajo de parto O60-O77,F,Mujeres,Superior a 1 año,0.00,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,Total,1.94,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,De 1 a 30 días,1.94,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,De 31 días a 6 meses,0.00,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1505 Parto en un caso Totalmente normal O80,T,Ambos sexos,Superior a 1 año,0.00,
1505 Parto en un caso Totalmente normal O80,M,Hombres,Total,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
1505 Parto en un caso Totalmente normal O80,F,Mujeres,Total,1.94,
1505 Parto en un caso Totalmente normal O80,F,Mujeres,De 1 a 30 días,1.94,
1505 Parto en un caso Totalmente normal O80,F,Mujeres,De 31 días a 6 meses,0.00,
1505 Parto en un caso Totalmente normal O80,F,Mujeres,Más de 6 meses a 1 año,0.00,
1505 Parto en un caso Totalmente normal O80,F,Mujeres,Superior a 1 año,0.00,
1506 Otros partos O82,T,Ambos sexos,Total,2.60,
1506 Otros partos O82,T,Ambos sexos,De 1 a 30 días,2.60,
1506 Otros partos O82,T,Ambos sexos,De 31 días a 6 meses,0.00,
1506 Otros partos O82,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1506 Otros partos O82,T,Ambos sexos,Superior a 1 año,0.00,
1506 Otros partos O82,M,Hombres,Total,.,No procede / Categoría no aplicable
1506 Otros partos O82,M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
1506 Otros partos O82,M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1506 Otros partos O82,M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1506 Otros partos O82,M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
1506 Otros partos O82,F,Mujeres,Total,2.60,
1506 Otros partos O82,F,Mujeres,De 1 a 30 días,2.60,
1506 Otros partos O82,F,Mujeres,De 31 días a 6 meses,0.00,
1506 Otros partos O82,F,Mujeres,Más de 6 meses a 1 año,0.00,
1506 Otros partos O82,F,Mujeres,Superior a 1 año,0.00,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,Total,4.12,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,De 1 a 30 días,4.12,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,De 31 días a 6 meses,0.00,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1507 Complicaciones del puerperio O85-O92,T,Ambos sexos,Superior a 1 año,0.00,
1507 Complicaciones del puerperio O85-O92,M,Hombres,Total,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
1507 Complicaciones del puerperio O85-O92,F,Mujeres,Total,4.12,
1507 Complicaciones del puerperio O85-O92,F,Mujeres,De 1 a 30 días,4.12,
1507 Complicaciones del puerperio O85-O92,F,Mujeres,De 31 días a 6 meses,0.00,
1507 Complicaciones del puerperio O85-O92,F,Mujeres,Más de 6 meses a 1 año,0.00,
1507 Complicaciones del puerperio O85-O92,F,Mujeres,Superior a 1 año,0.00,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,Total,3.19,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,De 1 a 30 días,3.07,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,De 31 días a 6 meses,49.00,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",T,Ambos sexos,Superior a 1 año,0.00,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,Total,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,Total,3.19,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,De 1 a 30 días,3.07,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,De 31 días a 6 meses,49.00,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1508 Otras afecciones obstétricas no clasificadas en otra parte O94-O9A, O09",F,Mujeres,Superior a 1 año,0.00,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,Total,7.68,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,De 1 a 30 días,4.80,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,De 31 días a 6 meses,56.72,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,Más de 6 meses a 1 año,256.00,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,T,Ambos sexos,Superior a 1 año,0.00,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,Total,7.20,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,De 1 a 30 días,4.69,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,De 31 días a 6 meses,56.05,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,Más de 6 meses a 1 año,287.00,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,M,Hombres,Superior a 1 año,0.00,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,Total,8.29,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,De 1 a 30 días,4.95,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,De 31 días a 6 meses,57.49,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,Más de 6 meses a 1 año,245.67,
1600 Ciertas enfermedades con origen en el período perinatal P00-P96,F,Mujeres,Superior a 1 año,0.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,Total,20.90,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,De 1 a 30 días,10.17,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,De 31 días a 6 meses,58.89,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,Más de 6 meses a 1 año,331.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,T,Ambos sexos,Superior a 1 año,0.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,Total,19.59,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,De 1 a 30 días,9.84,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,De 31 días a 6 meses,58.98,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,Más de 6 meses a 1 año,0.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,M,Hombres,Superior a 1 año,0.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,Total,22.44,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,De 1 a 30 días,10.56,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,De 31 días a 6 meses,58.80,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,Más de 6 meses a 1 año,331.00,
1601 Trastornos relacionados con gestación acortada y bajo peso en el nacimiento P07,F,Mujeres,Superior a 1 año,0.00,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,Total,5.10,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,De 1 a 30 días,3.96,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,De 31 días a 6 meses,51.65,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,Más de 6 meses a 1 año,231.00,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),T,Ambos sexos,Superior a 1 año,0.00,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,Total,4.91,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,De 1 a 30 días,3.91,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,De 31 días a 6 meses,49.63,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,Más de 6 meses a 1 año,287.00,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),M,Hombres,Superior a 1 año,0.00,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,Total,5.34,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,De 1 a 30 días,4.02,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,De 31 días a 6 meses,54.19,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,Más de 6 meses a 1 año,203.00,
1602 Otras condiciones con origen en el período perinatal Resto de (P00-P96),F,Mujeres,Superior a 1 año,0.00,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,Total,6.17,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,De 1 a 30 días,4.10,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,De 31 días a 6 meses,61.32,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,Más de 6 meses a 1 año,213.00,
1700 Anomalías congénitas Q00-Q99,T,Ambos sexos,Superior a 1 año,0.00,
1700 Anomalías congénitas Q00-Q99,M,Hombres,Total,6.83,
1700 Anomalías congénitas Q00-Q99,M,Hombres,De 1 a 30 días,3.96,
1700 Anomalías congénitas Q00-Q99,M,Hombres,De 31 días a 6 meses,62.86,
1700 Anomalías congénitas Q00-Q99,M,Hombres,Más de 6 meses a 1 año,213.00,
1700 Anomalías congénitas Q00-Q99,M,Hombres,Superior a 1 año,0.00,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,Total,5.20,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,De 1 a 30 días,4.30,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,De 31 días a 6 meses,55.75,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,Más de 6 meses a 1 año,0.00,
1700 Anomalías congénitas Q00-Q99,F,Mujeres,Superior a 1 año,0.00,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,Total,16.61,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,De 1 a 30 días,5.16,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,De 31 días a 6 meses,60.69,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,Más de 6 meses a 1 año,275.33,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",T,Ambos sexos,Superior a 1 año,1295.10,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,Total,14.24,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,De 1 a 30 días,5.24,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,De 31 días a 6 meses,61.57,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,Más de 6 meses a 1 año,268.75,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",M,Hombres,Superior a 1 año,1514.91,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,Total,19.20,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,De 1 a 30 días,5.08,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,De 31 días a 6 meses,59.29,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,Más de 6 meses a 1 año,281.46,
"1800 Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte R00-R99",F,Mujeres,Superior a 1 año,1198.68,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,Total,3.80,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,De 1 a 30 días,3.58,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,De 31 días a 6 meses,48.00,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1801 Dolor de garganta y en el pecho R07,T,Ambos sexos,Superior a 1 año,0.00,
1801 Dolor de garganta y en el pecho R07,M,Hombres,Total,3.68,
1801 Dolor de garganta y en el pecho R07,M,Hombres,De 1 a 30 días,3.27,
1801 Dolor de garganta y en el pecho R07,M,Hombres,De 31 días a 6 meses,48.00,
1801 Dolor de garganta y en el pecho R07,M,Hombres,Más de 6 meses a 1 año,0.00,
1801 Dolor de garganta y en el pecho R07,M,Hombres,Superior a 1 año,0.00,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,Total,3.95,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,De 1 a 30 días,3.95,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,De 31 días a 6 meses,0.00,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,Más de 6 meses a 1 año,0.00,
1801 Dolor de garganta y en el pecho R07,F,Mujeres,Superior a 1 año,0.00,
1802 Dolor abdominal R10,T,Ambos sexos,Total,4.51,
1802 Dolor abdominal R10,T,Ambos sexos,De 1 a 30 días,3.67,
1802 Dolor abdominal R10,T,Ambos sexos,De 31 días a 6 meses,40.00,
1802 Dolor abdominal R10,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1802 Dolor abdominal R10,T,Ambos sexos,Superior a 1 año,461.00,
1802 Dolor abdominal R10,M,Hombres,Total,5.51,
1802 Dolor abdominal R10,M,Hombres,De 1 a 30 días,3.65,
1802 Dolor abdominal R10,M,Hombres,De 31 días a 6 meses,41.00,
1802 Dolor abdominal R10,M,Hombres,Más de 6 meses a 1 año,0.00,
1802 Dolor abdominal R10,M,Hombres,Superior a 1 año,461.00,
1802 Dolor abdominal R10,F,Mujeres,Total,3.90,
1802 Dolor abdominal R10,F,Mujeres,De 1 a 30 días,3.69,
1802 Dolor abdominal R10,F,Mujeres,De 31 días a 6 meses,39.00,
1802 Dolor abdominal R10,F,Mujeres,Más de 6 meses a 1 año,0.00,
1802 Dolor abdominal R10,F,Mujeres,Superior a 1 año,0.00,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,Total,433.26,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,De 1 a 30 días,9.29,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,De 31 días a 6 meses,47.75,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,Más de 6 meses a 1 año,229.00,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,T,Ambos sexos,Superior a 1 año,1352.83,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,Total,617.63,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,De 1 a 30 días,10.36,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,De 31 días a 6 meses,52.50,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,Más de 6 meses a 1 año,229.00,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,M,Hombres,Superior a 1 año,2257.40,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,Total,259.45,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,De 1 a 30 días,8.23,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,De 31 días a 6 meses,43.00,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,Más de 6 meses a 1 año,0.00,
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,F,Mujeres,Superior a 1 año,713.82,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,Total,16.31,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,De 1 a 30 días,5.59,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,De 31 días a 6 meses,61.93,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,Más de 6 meses a 1 año,277.25,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",T,Ambos sexos,Superior a 1 año,1301.04,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,Total,11.46,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,De 1 a 30 días,5.62,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,De 31 días a 6 meses,62.63,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,Más de 6 meses a 1 año,272.32,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",M,Hombres,Superior a 1 año,983.20,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,Total,22.19,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,De 1 a 30 días,5.56,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,De 31 días a 6 meses,60.79,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,Más de 6 meses a 1 año,281.46,
"1804 Otros Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",F,Mujeres,Superior a 1 año,1389.33,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,Total,13.30,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,De 1 a 30 días,6.84,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,De 31 días a 6 meses,60.94,
