diagnosticos_principales;sexos_id;sexos_nombre;grupos_edad_id;grupos_edad_nombre;estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;6;De 45 a 54 años;4.03
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;7;De 55 a 64 años;4.52
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;8;De 65 a 74 años;10.38
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;9;De 75 a 84 años;4.63
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;10;De 85 a 89 años;2.67
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;11;De 90 a 94 años;2.00
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;M;Hombres;12;De 95 y más años;2.33
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;T;Total grupos de edad;6.77
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;0;Menores de 1 año;2.40
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;1;De 1 a 4 años;5.00
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;2;De 5 a 14 años;3.92
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;3;De 15 a 24 años;1.41
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;4;De 25 a 34 años;2.08
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;5;De 35 a 44 años;1.69
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;6;De 45 a 54 años;2.63
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;7;De 55 a 64 años;12.36
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;8;De 65 a 74 años;5.17
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;9;De 75 a 84 años;15.93
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;10;De 85 a 89 años;5.33
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;11;De 90 a 94 años;3.38
1902 Otros traumatismos de la cabeza S00-S05, S07-S09;F;Mujeres;12;De 95 y más años;3.00
1903 Fractura de radio y cúbito S52;T;Ambos sexos;T;Total grupos de edad;3.61
1903 Fractura de radio y cúbito S52;T;Ambos sexos;0;Menores de 1 año;0.00
1903 Fractura de radio y cúbito S52;T;Ambos sexos;1;De 1 a 4 años;1.00
1903 Fractura de radio y cúbito S52;T;Ambos sexos;2;De 5 a 14 años;1.78
1903 Fractura de radio y cúbito S52;T;Ambos sexos;3;De 15 a 24 años;2.61
1903 Fractura de radio y cúbito S52;T;Ambos sexos;4;De 25 a 34 años;3.12
1903 Fractura de radio y cúbito S52;T;Ambos sexos;5;De 35 a 44 años;6.23
1903 Fractura de radio y cúbito S52;T;Ambos sexos;6;De 45 a 54 años;3.90
1903 Fractura de radio y cúbito S52;T;Ambos sexos;7;De 55 a 64 años;2.75
1903 Fractura de radio y cúbito S52;T;Ambos sexos;8;De 65 a 74 años;3.51
1903 Fractura de radio y cúbito S52;T;Ambos sexos;9;De 75 a 84 años;4.03
1903 Fractura de radio y cúbito S52;T;Ambos sexos;10;De 85 a 89 años;5.46
1903 Fractura de radio y cúbito S52;T;Ambos sexos;11;De 90 a 94 años;1.60
1903 Fractura de radio y cúbito S52;T;Ambos sexos;12;De 95 y más años;0.00
1903 Fractura de radio y cúbito S52;M;Hombres;T;Total grupos de edad;3.93
1903 Fractura de radio y cúbito S52;M;Hombres;0;Menores de 1 año;0.00
1903 Fractura de radio y cúbito S52;M;Hombres;1;De 1 a 4 años;0.00
1903 Fractura de radio y cúbito S52;M;Hombres;2;De 5 a 14 años;1.81
1903 Fractura de radio y cúbito S52;M;Hombres;3;De 15 a 24 años;2.82
1903 Fractura de radio y cúbito S52;M;Hombres;4;De 25 a 34 años;3.45
1903 Fractura de radio y cúbito S52;M;Hombres;5;De 35 a 44 años;5.33
1903 Fractura de radio y cúbito S52;M;Hombres;6;De 45 a 54 años;4.54
1903 Fractura de radio y cúbito S52;M;Hombres;7;De 55 a 64 años;3.38
1903 Fractura de radio y cúbito S52;M;Hombres;8;De 65 a 74 años;4.58
1903 Fractura de radio y cúbito S52;M;Hombres;9;De 75 a 84 años;5.42
1903 Fractura de radio y cúbito S52;M;Hombres;10;De 85 a 89 años;4.00
1903 Fractura de radio y cúbito S52;M;Hombres;11;De 90 a 94 años;0.00
1903 Fractura de radio y cúbito S52;M;Hombres;12;De 95 y más años;0.00
1903 Fractura de radio y cúbito S52;F;Mujeres;T;Total grupos de edad;3.34
1903 Fractura de radio y cúbito S52;F;Mujeres;0;Menores de 1 año;0.00
1903 Fractura de radio y cúbito S52;F;Mujeres;1;De 1 a 4 años;1.00
1903 Fractura de radio y cúbito S52;F;Mujeres;2;De 5 a 14 años;1.71
1903 Fractura de radio y cúbito S52;F;Mujeres;3;De 15 a 24 años;2.18
1903 Fractura de radio y cúbito S52;F;Mujeres;4;De 25 a 34 años;2.08
1903 Fractura de radio y cúbito S52;F;Mujeres;5;De 35 a 44 años;8.95
1903 Fractura de radio y cúbito S52;F;Mujeres;6;De 45 a 54 años;3.18
1903 Fractura de radio y cúbito S52;F;Mujeres;7;De 55 a 64 años;2.50
1903 Fractura de radio y cúbito S52;F;Mujeres;8;De 65 a 74 años;3.22
1903 Fractura de radio y cúbito S52;F;Mujeres;9;De 75 a 84 años;3.75
1903 Fractura de radio y cúbito S52;F;Mujeres;10;De 85 a 89 años;5.56
1903 Fractura de radio y cúbito S52;F;Mujeres;11;De 90 a 94 años;1.60
1903 Fractura de radio y cúbito S52;F;Mujeres;12;De 95 y más años;0.00
1904 Fractura del fémur S72;T;Ambos sexos;T;Total grupos de edad;16.37
1904 Fractura del fémur S72;T;Ambos sexos;0;Menores de 1 año;0.00
1904 Fractura del fémur S72;T;Ambos sexos;1;De 1 a 4 años;3.70
1904 Fractura del fémur S72;T;Ambos sexos;2;De 5 a 14 años;7.63
1904 Fractura del fémur S72;T;Ambos sexos;3;De 15 a 24 años;9.60
1904 Fractura del fémur S72;T;Ambos sexos;4;De 25 a 34 años;7.03
1904 Fractura del fémur S72;T;Ambos sexos;5;De 35 a 44 años;13.08
1904 Fractura del fémur S72;T;Ambos sexos;6;De 45 a 54 años;14.01
1904 Fractura del fémur S72;T;Ambos sexos;7;De 55 a 64 años;13.98
1904 Fractura del fémur S72;T;Ambos sexos;8;De 65 a 74 años;18.25
1904 Fractura del fémur S72;T;Ambos sexos;9;De 75 a 84 años;16.74
1904 Fractura del fémur S72;T;Ambos sexos;10;De 85 a 89 años;15.85
1904 Fractura del fémur S72;T;Ambos sexos;11;De 90 a 94 años;16.83
1904 Fractura del fémur S72;T;Ambos sexos;12;De 95 y más años;17.88
1904 Fractura del fémur S72;M;Hombres;T;Total grupos de edad;17.69
1904 Fractura del fémur S72;M;Hombres;0;Menores de 1 año;0.00
1904 Fractura del fémur S72;M;Hombres;1;De 1 a 4 años;3.00
1904 Fractura del fémur S72;M;Hombres;2;De 5 a 14 años;6.57
1904 Fractura del fémur S72;M;Hombres;3;De 15 a 24 años;9.60
1904 Fractura del fémur S72;M;Hombres;4;De 25 a 34 años;7.31
1904 Fractura del fémur S72;M;Hombres;5;De 35 a 44 años;13.85
1904 Fractura del fémur S72;M;Hombres;6;De 45 a 54 años;15.03
1904 Fractura del fémur S72;M;Hombres;7;De 55 a 64 años;16.27
1904 Fractura del fémur S72;M;Hombres;8;De 65 a 74 años;19.43
1904 Fractura del fémur S72;M;Hombres;9;De 75 a 84 años;20.20
1904 Fractura del fémur S72;M;Hombres;10;De 85 a 89 años;18.01
1904 Fractura del fémur S72;M;Hombres;11;De 90 a 94 años;14.73
1904 Fractura del fémur S72;M;Hombres;12;De 95 y más años;23.63
1904 Fractura del fémur S72;F;Mujeres;T;Total grupos de edad;15.73
1904 Fractura del fémur S72;F;Mujeres;0;Menores de 1 año;0.00
1904 Fractura del fémur S72;F;Mujeres;1;De 1 a 4 años;4.75
1904 Fractura del fémur S72;F;Mujeres;2;De 5 a 14 años;15.00
1904 Fractura del fémur S72;F;Mujeres;3;De 15 a 24 años;0.00
1904 Fractura del fémur S72;F;Mujeres;4;De 25 a 34 años;4.00
1904 Fractura del fémur S72;F;Mujeres;5;De 35 a 44 años;6.60
1904 Fractura del fémur S72;F;Mujeres;6;De 45 a 54 años;12.07
1904 Fractura del fémur S72;F;Mujeres;7;De 55 a 64 años;11.46
1904 Fractura del fémur S72;F;Mujeres;8;De 65 a 74 años;17.57
1904 Fractura del fémur S72;F;Mujeres;9;De 75 a 84 años;15.46
1904 Fractura del fémur S72;F;Mujeres;10;De 85 a 89 años;15.24
1904 Fractura del fémur S72;F;Mujeres;11;De 90 a 94 años;17.46
1904 Fractura del fémur S72;F;Mujeres;12;De 95 y más años;15.42
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;T;Total grupos de edad;7.04
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;0;Menores de 1 año;31.00
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;1;De 1 a 4 años;6.50
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;2;De 5 a 14 años;3.19
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;3;De 15 a 24 años;4.84
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;4;De 25 a 34 años;6.20
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;5;De 35 a 44 años;5.99
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;6;De 45 a 54 años;7.89
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;7;De 55 a 64 años;5.88
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;8;De 65 a 74 años;8.30
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;9;De 75 a 84 años;10.19
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;10;De 85 a 89 años;16.02
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;11;De 90 a 94 años;6.33
1905 Fractura de la pierna, incluido el tobillo S82;T;Ambos sexos;12;De 95 y más años;1.00
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;T;Total grupos de edad;8.47
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;0;Menores de 1 año;0.00
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;1;De 1 a 4 años;4.00
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;2;De 5 a 14 años;3.85
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;3;De 15 a 24 años;5.42
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;4;De 25 a 34 años;7.24
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;5;De 35 a 44 años;7.20
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;6;De 45 a 54 años;10.30
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;7;De 55 a 64 años;6.67
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;8;De 65 a 74 años;15.88
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;9;De 75 a 84 años;11.22
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;10;De 85 a 89 años;34.67
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;11;De 90 a 94 años;2.00
1905 Fractura de la pierna, incluido el tobillo S82;M;Hombres;12;De 95 y más años;0.00
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;T;Total grupos de edad;5.89
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;0;Menores de 1 año;31.00
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;1;De 1 a 4 años;9.00
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;2;De 5 a 14 años;2.00
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;3;De 15 a 24 años;3.45
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;4;De 25 a 34 años;4.38
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;5;De 35 a 44 años;4.34
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;6;De 45 a 54 años;5.64
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;7;De 55 a 64 años;5.46
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;8;De 65 a 74 años;5.80
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;9;De 75 a 84 años;9.88
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;10;De 85 a 89 años;13.12
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;11;De 90 a 94 años;8.50
1905 Fractura de la pierna, incluido el tobillo S82;F;Mujeres;12;De 95 y más años;1.00
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;T;Total grupos de edad;7.35
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;0;Menores de 1 año;0.00
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;1;De 1 a 4 años;2.03
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;2;De 5 a 14 años;4.05
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;3;De 15 a 24 años;7.52
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;4;De 25 a 34 años;4.82
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;5;De 35 a 44 años;5.94
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;6;De 45 a 54 años;5.79
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;7;De 55 a 64 años;6.68
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;8;De 65 a 74 años;8.33
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;9;De 75 a 84 años;12.86
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;10;De 85 a 89 años;16.69
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;11;De 90 a 94 años;9.33
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;T;Ambos sexos;12;De 95 y más años;8.36
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;T;Total grupos de edad;7.17
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;0;Menores de 1 año;0.00
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;1;De 1 a 4 años;2.21
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;2;De 5 a 14 años;3.37
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;3;De 15 a 24 años;7.79
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;4;De 25 a 34 años;5.17
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;5;De 35 a 44 años;6.49
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;6;De 45 a 54 años;6.04
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;7;De 55 a 64 años;7.54
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;8;De 65 a 74 años;9.89
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;9;De 75 a 84 años;13.51
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;10;De 85 a 89 años;13.95
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;11;De 90 a 94 años;6.66
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;M;Hombres;12;De 95 y más años;1.00
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;T;Total grupos de edad;7.66
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;0;Menores de 1 año;0.00
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;1;De 1 a 4 años;1.90
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;2;De 5 a 14 años;5.61
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;3;De 15 a 24 años;6.50
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;4;De 25 a 34 años;3.57
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;5;De 35 a 44 años;3.66
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;6;De 45 a 54 años;5.05
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;7;De 55 a 64 años;5.13
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;8;De 65 a 74 años;6.92
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;9;De 75 a 84 años;12.55
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;10;De 85 a 89 años;18.66
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;11;De 90 a 94 años;10.18
1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79;F;Mujeres;12;De 95 y más años;9.10
1907 Quemaduras T20-T32;T;Ambos sexos;T;Total grupos de edad;12.57
1907 Quemaduras T20-T32;T;Ambos sexos;0;Menores de 1 año;8.00
1907 Quemaduras T20-T32;T;Ambos sexos;1;De 1 a 4 años;7.64
1907 Quemaduras T20-T32;T;Ambos sexos;2;De 5 a 14 años;3.00
1907 Quemaduras T20-T32;T;Ambos sexos;3;De 15 a 24 años;22.00
1907 Quemaduras T20-T32;T;Ambos sexos;4;De 25 a 34 años;4.96
1907 Quemaduras T20-T32;T;Ambos sexos;5;De 35 a 44 años;11.71
1907 Quemaduras T20-T32;T;Ambos sexos;6;De 45 a 54 años;9.91
1907 Quemaduras T20-T32;T;Ambos sexos;7;De 55 a 64 años;14.02
1907 Quemaduras T20-T32;T;Ambos sexos;8;De 65 a 74 años;16.18
1907 Quemaduras T20-T32;T;Ambos sexos;9;De 75 a 84 años;40.95
1907 Quemaduras T20-T32;T;Ambos sexos;10;De 85 a 89 años;5.00
1907 Quemaduras T20-T32;T;Ambos sexos;11;De 90 a 94 años;0.00
1907 Quemaduras T20-T32;T;Ambos sexos;12;De 95 y más años;0.00
1907 Quemaduras T20-T32;M;Hombres;T;Total grupos de edad;13.44
1907 Quemaduras T20-T32;M;Hombres;0;Menores de 1 año;8.00
1907 Quemaduras T20-T32;M;Hombres;1;De 1 a 4 años;8.11
1907 Quemaduras T20-T32;M;Hombres;2;De 5 a 14 años;2.00
1907 Quemaduras T20-T32;M;Hombres;3;De 15 a 24 años;27.67
1907 Quemaduras T20-T32;M;Hombres;4;De 25 a 34 años;3.47
1907 Quemaduras T20-T32;M;Hombres;5;De 35 a 44 años;13.75
1907 Quemaduras T20-T32;M;Hombres;6;De 45 a 54 años;10.04
1907 Quemaduras T20-T32;M;Hombres;7;De 55 a 64 años;14.96
1907 Quemaduras T20-T32;M;Hombres;8;De 65 a 74 años;18.68
1907 Quemaduras T20-T32;M;Hombres;9;De 75 a 84 años;41.00
1907 Quemaduras T20-T32;M;Hombres;10;De 85 a 89 años;0.00
1907 Quemaduras T20-T32;M;Hombres;11;De 90 a 94 años;0.00
1907 Quemaduras T20-T32;M;Hombres;12;De 95 y más años;0.00
1907 Quemaduras T20-T32;F;Mujeres;T;Total grupos de edad;10.54
1907 Quemaduras T20-T32;F;Mujeres;0;Menores de 1 año;0.00
1907 Quemaduras T20-T32;F;Mujeres;1;De 1 a 4 años;5.50
1907 Quemaduras T20-T32;F;Mujeres;2;De 5 a 14 años;3.33
1907 Quemaduras T20-T32;F;Mujeres;3;De 15 a 24 años;5.00
1907 Quemaduras T20-T32;F;Mujeres;4;De 25 a 34 años;5.97
1907 Quemaduras T20-T32;F;Mujeres;5;De 35 a 44 años;3.28
1907 Quemaduras T20-T32;F;Mujeres;6;De 45 a 54 años;9.55
1907 Quemaduras T20-T32;F;Mujeres;7;De 55 a 64 años;11.90
1907 Quemaduras T20-T32;F;Mujeres;8;De 65 a 74 años;1.00
1907 Quemaduras T20-T32;F;Mujeres;9;De 75 a 84 años;40.94
1907 Quemaduras T20-T32;F;Mujeres;10;De 85 a 89 años;5.00
1907 Quemaduras T20-T32;F;Mujeres;11;De 90 a 94 años;0.00
1907 Quemaduras T20-T32;F;Mujeres;12;De 95 y más años;0.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;T;Total grupos de edad;10.64
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;0;Menores de 1 año;3.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;1;De 1 a 4 años;2.10
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;2;De 5 a 14 años;10.85
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;3;De 15 a 24 años;6.57
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;4;De 25 a 34 años;5.17
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;5;De 35 a 44 años;5.98
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;6;De 45 a 54 años;8.44
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;7;De 55 a 64 años;11.41
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;8;De 65 a 74 años;18.06
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;9;De 75 a 84 años;24.28
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;10;De 85 a 89 años;10.37
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;11;De 90 a 94 años;15.83
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;T;Ambos sexos;12;De 95 y más años;5.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;T;Total grupos de edad;11.19
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;0;Menores de 1 año;1.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;1;De 1 a 4 años;2.13
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;2;De 5 a 14 años;5.75
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;3;De 15 a 24 años;6.01
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;4;De 25 a 34 años;6.95
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;5;De 35 a 44 años;5.97
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;6;De 45 a 54 años;7.18
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;7;De 55 a 64 años;15.05
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;8;De 65 a 74 años;24.54
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;9;De 75 a 84 años;13.33
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;10;De 85 a 89 años;19.20
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;11;De 90 a 94 años;7.67
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;M;Hombres;12;De 95 y más años;5.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;T;Total grupos de edad;10.17
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;0;Menores de 1 año;3.67
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;1;De 1 a 4 años;2.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;2;De 5 a 14 años;11.77
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;3;De 15 a 24 años;6.82
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;4;De 25 a 34 años;3.70
